Condition,Persistent,Skewed,Smoothed,Replication,True_k,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k,ARI_at_True_k
-K-,0,1,0,29,3,K-Means,Calinski-Harabasz,12,0,9,0.08836278918159854,0.10466219787566756
-K-,0,1,0,29,3,GMM,BIC,8,0,5,0.10448581961359484,0.15253790274231216
-K-,0,1,0,29,3,GMM,AIC,12,0,9,0.08253293331030451,0.15253790274231216
-K-,0,1,0,29,3,GMM,ICL,8,0,5,0.10448581961359484,0.15253790274231216
-K-,0,1,0,29,3,GMM,BIC_Neff,10,0,7,0.09082340182760708,0.15253790274231216
-K-,0,1,0,29,3,HMM,BIC,4,0,1,0.13083788214834305,0.15387140576982805
-K-,0,1,0,29,3,HMM,AIC,8,0,5,0.07324132724525913,0.15387140576982805
-K-,0,1,0,29,3,HMM,ICL,2,0,-1,0.13897862071268288,0.15387140576982805
-K-,0,1,0,29,3,K-Means,Gap (uniform),1,0,-2,0.0,0.10466219787566756
-K-,0,1,0,29,3,K-Means,Prediction Strength,5,0,2,0.13928351219913257,0.10466219787566756
-KS,0,1,1,0,3,K-Means,Silhouette,2,0,-1,-0.0001298937888603436,0.0005251487358087143
-KS,0,1,1,0,3,K-Means,Davies-Bouldin,9,0,6,-7.791883569917172e-05,0.0005251487358087143
-KS,0,1,1,0,3,K-Means,Calinski-Harabasz,12,0,9,-0.000256052480457495,0.0005251487358087143
-KS,0,1,1,0,3,GMM,BIC,2,0,-1,0.000550677809765781,0.000488565258258033
-KS,0,1,1,0,3,GMM,AIC,3,1,0,0.000488565258258033,0.000488565258258033
-KS,0,1,1,0,3,GMM,ICL,2,0,-1,0.000550677809765781,0.000488565258258033
-KS,0,1,1,0,3,GMM,BIC_Neff,2,0,-1,0.000550677809765781,0.000488565258258033
-KS,0,1,1,0,3,HMM,BIC,7,0,4,-2.3463488250191394e-06,-0.0006619969508292085
-KS,0,1,1,0,3,HMM,AIC,12,0,9,-0.0004525551343452943,-0.0006619969508292085
-KS,0,1,1,0,3,HMM,ICL,7,0,4,-2.3463488250191394e-06,-0.0006619969508292085
-KS,0,1,1,0,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0005251487358087143
-KS,0,1,1,0,3,K-Means,Prediction Strength,2,0,-1,-0.0001298937888603436,0.0005251487358087143
-KS,0,1,1,1,3,K-Means,Silhouette,2,0,-1,0.0072046406529543095,0.00403907703992683
-KS,0,1,1,1,3,K-Means,Davies-Bouldin,11,0,8,0.002804329959488747,0.00403907703992683
-KS,0,1,1,1,3,K-Means,Calinski-Harabasz,12,0,9,0.002735235256137273,0.00403907703992683
-KS,0,1,1,1,3,GMM,BIC,2,0,-1,0.004324778988631732,0.0037583325137849513
-KS,0,1,1,1,3,GMM,AIC,9,0,6,0.0023540006028202956,0.0037583325137849513
-KS,0,1,1,1,3,GMM,ICL,2,0,-1,0.004324778988631732,0.0037583325137849513
-KS,0,1,1,1,3,GMM,BIC_Neff,2,0,-1,0.004324778988631732,0.0037583325137849513
-KS,0,1,1,1,3,HMM,BIC,7,0,4,0.0019314874415482283,0.002540920112453471
-KS,0,1,1,1,3,HMM,AIC,12,0,9,0.0021399395012273994,0.002540920112453471
-KS,0,1,1,1,3,HMM,ICL,5,0,2,0.0019616841894178243,0.002540920112453471
-KS,0,1,1,1,3,K-Means,Gap (uniform),1,0,-2,0.0,0.00403907703992683
-KS,0,1,1,1,3,K-Means,Prediction Strength,6,0,3,0.0034727726886455415,0.00403907703992683
-KS,0,1,1,2,3,K-Means,Silhouette,2,0,-1,0.003310486548438231,0.003596817717056198
-KS,0,1,1,2,3,K-Means,Davies-Bouldin,12,0,9,0.0016626823142595675,0.003596817717056198
-KS,0,1,1,2,3,K-Means,Calinski-Harabasz,12,0,9,0.0016626823142595675,0.003596817717056198
-KS,0,1,1,2,3,GMM,BIC,2,0,-1,0.002721828911465291,0.002400350948921771
-KS,0,1,1,2,3,GMM,AIC,2,0,-1,0.002721828911465291,0.002400350948921771
-KS,0,1,1,2,3,GMM,ICL,2,0,-1,0.002721828911465291,0.002400350948921771
-KS,0,1,1,2,3,GMM,BIC_Neff,2,0,-1,0.002721828911465291,0.002400350948921771
-KS,0,1,1,2,3,HMM,BIC,7,0,4,0.0019945983680460886,0.002101613931057493
-KS,0,1,1,2,3,HMM,AIC,10,0,7,0.0010373085559165654,0.002101613931057493
-KS,0,1,1,2,3,HMM,ICL,7,0,4,0.0019945983680460886,0.002101613931057493
-KS,0,1,1,2,3,K-Means,Gap (uniform),1,0,-2,0.0,0.003596817717056198
-KS,0,1,1,2,3,K-Means,Prediction Strength,2,0,-1,0.003310486548438231,0.003596817717056198
-KS,0,1,1,3,3,K-Means,Silhouette,2,0,-1,0.0023150196509907407,0.0029490810523144857
-KS,0,1,1,3,3,K-Means,Davies-Bouldin,10,0,7,0.0016384325039123535,0.0029490810523144857
-KS,0,1,1,3,3,K-Means,Calinski-Harabasz,12,0,9,0.0015008438838511992,0.0029490810523144857
-KS,0,1,1,3,3,GMM,BIC,3,1,0,0.0027003676074144308,0.0027003676074144308
-KS,0,1,1,3,3,GMM,AIC,3,1,0,0.0027003676074144308,0.0027003676074144308
-KS,0,1,1,3,3,GMM,ICL,2,0,-1,0.005301147551499481,0.0027003676074144308
-KS,0,1,1,3,3,GMM,BIC_Neff,3,1,0,0.0027003676074144308,0.0027003676074144308
-KS,0,1,1,3,3,HMM,BIC,9,0,6,0.0019493837897267986,0.0027641021667299663
-KS,0,1,1,3,3,HMM,AIC,12,0,9,0.00137430031062239,0.0027641021667299663
-KS,0,1,1,3,3,HMM,ICL,9,0,6,0.0019493837897267986,0.0027641021667299663
-KS,0,1,1,3,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0029490810523144857
-KS,0,1,1,3,3,K-Means,Prediction Strength,4,0,1,0.002589067054811821,0.0029490810523144857
-KS,0,1,1,4,3,K-Means,Silhouette,2,0,-1,0.0019128993863387037,0.0016639966667975278
-KS,0,1,1,4,3,K-Means,Davies-Bouldin,9,0,6,0.0004940152028753031,0.0016639966667975278
-KS,0,1,1,4,3,K-Means,Calinski-Harabasz,12,0,9,0.00026942027254739555,0.0016639966667975278
-KS,0,1,1,4,3,GMM,BIC,2,0,-1,0.0020818816992902995,0.0019029119314610923
-KS,0,1,1,4,3,GMM,AIC,10,0,7,0.00043800336959217876,0.0019029119314610923
-KS,0,1,1,4,3,GMM,ICL,11,0,8,0.00042804902434372556,0.0019029119314610923
-KS,0,1,1,4,3,GMM,BIC_Neff,2,0,-1,0.0020818816992902995,0.0019029119314610923
-KS,0,1,1,4,3,HMM,BIC,9,0,6,0.0008650629731796633,0.0009921417833585126
-KS,0,1,1,4,3,HMM,AIC,12,0,9,0.0021823210657838416,0.0009921417833585126
-KS,0,1,1,4,3,HMM,ICL,5,0,2,0.001046842087059799,0.0009921417833585126
-KS,0,1,1,4,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0016639966667975278
-KS,0,1,1,4,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0016639966667975278
-KS,0,1,1,5,3,K-Means,Silhouette,2,0,-1,0.003255956748852133,-0.00015897818332664387
-KS,0,1,1,5,3,K-Means,Davies-Bouldin,12,0,9,0.0016262975713766193,-0.00015897818332664387
-KS,0,1,1,5,3,K-Means,Calinski-Harabasz,12,0,9,0.0016262975713766193,-0.00015897818332664387
-KS,0,1,1,5,3,GMM,BIC,4,0,1,0.002662923293812339,-0.0002517967547624108
-KS,0,1,1,5,3,GMM,AIC,7,0,4,0.0011966472586077677,-0.0002517967547624108
-KS,0,1,1,5,3,GMM,ICL,3,1,0,-0.0002517967547624108,-0.0002517967547624108
-KS,0,1,1,5,3,GMM,BIC_Neff,4,0,1,0.002662923293812339,-0.0002517967547624108
-KS,0,1,1,5,3,HMM,BIC,10,0,7,0.0015389924853099516,0.002127826104211202
-KS,0,1,1,5,3,HMM,AIC,11,0,8,0.0011860018947567135,0.002127826104211202
-KS,0,1,1,5,3,HMM,ICL,6,0,3,0.00110063706286993,0.002127826104211202
-KS,0,1,1,5,3,K-Means,Gap (uniform),1,0,-2,0.0,-0.00015897818332664387
-KS,0,1,1,5,3,K-Means,Prediction Strength,1,0,-2,0.0,-0.00015897818332664387
-KS,0,1,1,6,3,K-Means,Silhouette,2,0,-1,0.005068376633001402,0.0038481220298298186
-KS,0,1,1,6,3,K-Means,Davies-Bouldin,8,0,5,0.0034608318386381686,0.0038481220298298186
-KS,0,1,1,6,3,K-Means,Calinski-Harabasz,12,0,9,0.002014977995172297,0.0038481220298298186
-KS,0,1,1,6,3,GMM,BIC,3,1,0,0.004563610087936859,0.004563610087936859
-KS,0,1,1,6,3,GMM,AIC,8,0,5,0.0032542203523300227,0.004563610087936859
-KS,0,1,1,6,3,GMM,ICL,8,0,5,0.0032542203523300227,0.004563610087936859
-KS,0,1,1,6,3,GMM,BIC_Neff,3,1,0,0.004563610087936859,0.004563610087936859
-KS,0,1,1,6,3,HMM,BIC,9,0,6,0.001502990834186141,0.002928137060847431
-KS,0,1,1,6,3,HMM,AIC,9,0,6,0.001502990834186141,0.002928137060847431
-KS,0,1,1,6,3,HMM,ICL,9,0,6,0.001502990834186141,0.002928137060847431
-KS,0,1,1,6,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0038481220298298186
-KS,0,1,1,6,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0038481220298298186
-KS,0,1,1,7,3,K-Means,Silhouette,2,0,-1,0.002257978736106284,0.003029030843249023
-KS,0,1,1,7,3,K-Means,Davies-Bouldin,12,0,9,0.0002847416730352607,0.003029030843249023
-KS,0,1,1,7,3,K-Means,Calinski-Harabasz,12,0,9,0.0002847416730352607,0.003029030843249023
-KS,0,1,1,7,3,GMM,BIC,4,0,1,0.0016712677261732818,0.0024862771751648347
-KS,0,1,1,7,3,GMM,AIC,7,0,4,0.001189919605589709,0.0024862771751648347
-KS,0,1,1,7,3,GMM,ICL,2,0,-1,0.0032669313081584686,0.0024862771751648347
-KS,0,1,1,7,3,GMM,BIC_Neff,4,0,1,0.0016712677261732818,0.0024862771751648347
-KS,0,1,1,7,3,HMM,BIC,10,0,7,0.0003407081478129342,0.00041582717463383036
-KS,0,1,1,7,3,HMM,AIC,11,0,8,0.000565386283463864,0.00041582717463383036
-KS,0,1,1,7,3,HMM,ICL,10,0,7,0.0003407081478129342,0.00041582717463383036
-KS,0,1,1,7,3,K-Means,Gap (uniform),1,0,-2,0.0,0.003029030843249023
-KS,0,1,1,7,3,K-Means,Prediction Strength,1,0,-2,0.0,0.003029030843249023
-KS,0,1,1,8,3,K-Means,Silhouette,2,0,-1,0.002822404906200063,0.0024022845651186556
-KS,0,1,1,8,3,K-Means,Davies-Bouldin,5,0,2,0.0015907551575471246,0.0024022845651186556
-KS,0,1,1,8,3,K-Means,Calinski-Harabasz,12,0,9,0.0007070940166787854,0.0024022845651186556
-KS,0,1,1,8,3,GMM,BIC,2,0,-1,0.00275435094237196,0.0014941804868422734
-KS,0,1,1,8,3,GMM,AIC,5,0,2,0.0013432433384223275,0.0014941804868422734
-KS,0,1,1,8,3,GMM,ICL,2,0,-1,0.00275435094237196,0.0014941804868422734
-KS,0,1,1,8,3,GMM,BIC_Neff,2,0,-1,0.00275435094237196,0.0014941804868422734
-KS,0,1,1,8,3,HMM,BIC,7,0,4,0.0003233242475112026,0.0011765277302395107
-KS,0,1,1,8,3,HMM,AIC,11,0,8,0.00045819609728310693,0.0011765277302395107
-KS,0,1,1,8,3,HMM,ICL,7,0,4,0.0003233242475112026,0.0011765277302395107
-KS,0,1,1,8,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0024022845651186556
-KS,0,1,1,8,3,K-Means,Prediction Strength,5,0,2,0.0015907551575471246,0.0024022845651186556
-KS,0,1,1,9,3,K-Means,Silhouette,2,0,-1,0.0008970008265620727,0.0019000049205194608
-KS,0,1,1,9,3,K-Means,Davies-Bouldin,12,0,9,4.846361398483944e-06,0.0019000049205194608
-KS,0,1,1,9,3,K-Means,Calinski-Harabasz,12,0,9,4.846361398483944e-06,0.0019000049205194608
-KS,0,1,1,9,3,GMM,BIC,2,0,-1,0.0017710081767365864,0.0016252599650639743
-KS,0,1,1,9,3,GMM,AIC,8,0,5,0.00026457901589882287,0.0016252599650639743
-KS,0,1,1,9,3,GMM,ICL,3,1,0,0.0016252599650639743,0.0016252599650639743
-KS,0,1,1,9,3,GMM,BIC_Neff,2,0,-1,0.0017710081767365864,0.0016252599650639743
-KS,0,1,1,9,3,HMM,BIC,8,0,5,0.00010260218019640086,-0.0002557585585737214
-KS,0,1,1,9,3,HMM,AIC,12,0,9,0.0003023524099875562,-0.0002557585585737214
-KS,0,1,1,9,3,HMM,ICL,8,0,5,0.00010260218019640086,-0.0002557585585737214
-KS,0,1,1,9,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0019000049205194608
-KS,0,1,1,9,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0019000049205194608
-KS,0,1,1,10,3,K-Means,Silhouette,2,0,-1,0.003483346619081005,0.002690708077755828
-KS,0,1,1,10,3,K-Means,Davies-Bouldin,11,0,8,0.0008098206461031261,0.002690708077755828
-KS,0,1,1,10,3,K-Means,Calinski-Harabasz,12,0,9,0.0013306843355289626,0.002690708077755828
-KS,0,1,1,10,3,GMM,BIC,2,0,-1,0.00280761718079776,0.0028723129257057444
-KS,0,1,1,10,3,GMM,AIC,4,0,1,0.001391928854769294,0.0028723129257057444
-KS,0,1,1,10,3,GMM,ICL,2,0,-1,0.00280761718079776,0.0028723129257057444
-KS,0,1,1,10,3,GMM,BIC_Neff,4,0,1,0.001391928854769294,0.0028723129257057444
-KS,0,1,1,10,3,HMM,BIC,7,0,4,0.0009032087693143452,0.0007696161764583443
-KS,0,1,1,10,3,HMM,AIC,12,0,9,0.0006020278156558839,0.0007696161764583443
-KS,0,1,1,10,3,HMM,ICL,7,0,4,0.0009032087693143452,0.0007696161764583443
-KS,0,1,1,10,3,K-Means,Gap (uniform),1,0,-2,0.0,0.002690708077755828
-KS,0,1,1,10,3,K-Means,Prediction Strength,2,0,-1,0.003483346619081005,0.002690708077755828
-KS,0,1,1,11,3,K-Means,Silhouette,2,0,-1,0.0036279953078216846,0.003935444980208427
-KS,0,1,1,11,3,K-Means,Davies-Bouldin,10,0,7,0.001901167995490554,0.003935444980208427
-KS,0,1,1,11,3,K-Means,Calinski-Harabasz,12,0,9,0.0016573077973021943,0.003935444980208427
-KS,0,1,1,11,3,GMM,BIC,2,0,-1,0.002180113118197635,0.00438173706759433
-KS,0,1,1,11,3,GMM,AIC,9,0,6,0.002224505605000687,0.00438173706759433
-KS,0,1,1,11,3,GMM,ICL,2,0,-1,0.002180113118197635,0.00438173706759433
-KS,0,1,1,11,3,GMM,BIC_Neff,2,0,-1,0.002180113118197635,0.00438173706759433
-KS,0,1,1,11,3,HMM,BIC,8,0,5,0.0016091740410279017,0.008662114369786762
-KS,0,1,1,11,3,HMM,AIC,11,0,8,0.0019953958878197995,0.008662114369786762
-KS,0,1,1,11,3,HMM,ICL,8,0,5,0.0016091740410279017,0.008662114369786762
-KS,0,1,1,11,3,K-Means,Gap (uniform),1,0,-2,0.0,0.003935444980208427
-KS,0,1,1,11,3,K-Means,Prediction Strength,1,0,-2,0.0,0.003935444980208427
-KS,0,1,1,12,3,K-Means,Silhouette,2,0,-1,0.004932053374046941,0.0034692680290282336
-KS,0,1,1,12,3,K-Means,Davies-Bouldin,7,0,4,0.0010796955165955852,0.0034692680290282336
-KS,0,1,1,12,3,K-Means,Calinski-Harabasz,12,0,9,0.0009939082744192856,0.0034692680290282336
-KS,0,1,1,12,3,GMM,BIC,3,1,0,0.004121199470188217,0.004121199470188217
-KS,0,1,1,12,3,GMM,AIC,8,0,5,0.0013580863021503435,0.004121199470188217
-KS,0,1,1,12,3,GMM,ICL,8,0,5,0.0013580863021503435,0.004121199470188217
-KS,0,1,1,12,3,GMM,BIC_Neff,7,0,4,0.0013097756877507643,0.004121199470188217
-KS,0,1,1,12,3,HMM,BIC,8,0,5,0.00038114622266078707,0.0009390714099730567
-KS,0,1,1,12,3,HMM,AIC,12,0,9,0.001180933868844955,0.0009390714099730567
-KS,0,1,1,12,3,HMM,ICL,6,0,3,0.000786946972942234,0.0009390714099730567
-KS,0,1,1,12,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0034692680290282336
-KS,0,1,1,12,3,K-Means,Prediction Strength,2,0,-1,0.004932053374046941,0.0034692680290282336
-KS,0,1,1,13,3,K-Means,Silhouette,2,0,-1,0.004059009010689395,0.0050356374949106705
-KS,0,1,1,13,3,K-Means,Davies-Bouldin,11,0,8,0.0009469068659912474,0.0050356374949106705
-KS,0,1,1,13,3,K-Means,Calinski-Harabasz,12,0,9,0.0011105645573028658,0.0050356374949106705
-KS,0,1,1,13,3,GMM,BIC,3,1,0,0.004710610399093642,0.004710610399093642
-KS,0,1,1,13,3,GMM,AIC,12,0,9,0.0013784449278175437,0.004710610399093642
-KS,0,1,1,13,3,GMM,ICL,9,0,6,0.0013896080924591147,0.004710610399093642
-KS,0,1,1,13,3,GMM,BIC_Neff,5,0,2,0.0021225751171842834,0.004710610399093642
-KS,0,1,1,13,3,HMM,BIC,8,0,5,0.001975023957081966,0.002824796885461624
-KS,0,1,1,13,3,HMM,AIC,12,0,9,0.0007886601869767869,0.002824796885461624
-KS,0,1,1,13,3,HMM,ICL,8,0,5,0.001975023957081966,0.002824796885461624
-KS,0,1,1,13,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0050356374949106705
-KS,0,1,1,13,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0050356374949106705
-KS,0,1,1,14,3,K-Means,Silhouette,2,0,-1,0.0035522602258055485,0.0044636054170097555
-KS,0,1,1,14,3,K-Means,Davies-Bouldin,8,0,5,0.001182135800274354,0.0044636054170097555
-KS,0,1,1,14,3,K-Means,Calinski-Harabasz,12,0,9,0.0010965317551596887,0.0044636054170097555
-KS,0,1,1,14,3,GMM,BIC,2,0,-1,0.0022886791695578895,0.00414273283999656
-KS,0,1,1,14,3,GMM,AIC,5,0,2,0.0011395999656025019,0.00414273283999656
-KS,0,1,1,14,3,GMM,ICL,2,0,-1,0.0022886791695578895,0.00414273283999656
-KS,0,1,1,14,3,GMM,BIC_Neff,2,0,-1,0.0022886791695578895,0.00414273283999656
-KS,0,1,1,14,3,HMM,BIC,9,0,6,0.0017275506341096125,0.0022081620861244336
-KS,0,1,1,14,3,HMM,AIC,9,0,6,0.0017275506341096125,0.0022081620861244336
-KS,0,1,1,14,3,HMM,ICL,5,0,2,0.001561291132327831,0.0022081620861244336
-KS,0,1,1,14,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0044636054170097555
-KS,0,1,1,14,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0044636054170097555
-KS,0,1,1,15,3,K-Means,Silhouette,2,0,-1,0.0025625835807790583,0.002612592694326759
-KS,0,1,1,15,3,K-Means,Davies-Bouldin,12,0,9,0.0007171844869024904,0.002612592694326759
-KS,0,1,1,15,3,K-Means,Calinski-Harabasz,12,0,9,0.0007171844869024904,0.002612592694326759
-KS,0,1,1,15,3,GMM,BIC,2,0,-1,0.0003797153664147975,0.0026925606441207937
-KS,0,1,1,15,3,GMM,AIC,2,0,-1,0.0003797153664147975,0.0026925606441207937
-KS,0,1,1,15,3,GMM,ICL,2,0,-1,0.0003797153664147975,0.0026925606441207937
-KS,0,1,1,15,3,GMM,BIC_Neff,2,0,-1,0.0003797153664147975,0.0026925606441207937
-KS,0,1,1,15,3,HMM,BIC,8,0,5,0.0005345014725931754,0.0006024441733706499
-KS,0,1,1,15,3,HMM,AIC,11,0,8,0.0006078149979268855,0.0006024441733706499
-KS,0,1,1,15,3,HMM,ICL,6,0,3,0.0009030049170163657,0.0006024441733706499
-KS,0,1,1,15,3,K-Means,Gap (uniform),1,0,-2,0.0,0.002612592694326759
-KS,0,1,1,15,3,K-Means,Prediction Strength,1,0,-2,0.0,0.002612592694326759
-KS,0,1,1,16,3,K-Means,Silhouette,2,0,-1,0.006775800886391318,0.006711906059590895
-KS,0,1,1,16,3,K-Means,Davies-Bouldin,12,0,9,0.0020477376240539092,0.006711906059590895
-KS,0,1,1,16,3,K-Means,Calinski-Harabasz,12,0,9,0.0020477376240539092,0.006711906059590895
-KS,0,1,1,16,3,GMM,BIC,3,1,0,0.006379305442814988,0.006379305442814988
-KS,0,1,1,16,3,GMM,AIC,11,0,8,0.0022086039591912333,0.006379305442814988
-KS,0,1,1,16,3,GMM,ICL,11,0,8,0.0022086039591912333,0.006379305442814988
-KS,0,1,1,16,3,GMM,BIC_Neff,3,1,0,0.006379305442814988,0.006379305442814988
-KS,0,1,1,16,3,HMM,BIC,6,0,3,0.0020264946222786338,0.005115494575502924
-KS,0,1,1,16,3,HMM,AIC,10,0,7,0.00166359903090765,0.005115494575502924
-KS,0,1,1,16,3,HMM,ICL,6,0,3,0.0020264946222786338,0.005115494575502924
-KS,0,1,1,16,3,K-Means,Gap (uniform),1,0,-2,0.0,0.006711906059590895
-KS,0,1,1,16,3,K-Means,Prediction Strength,1,0,-2,0.0,0.006711906059590895
-KS,0,1,1,17,3,K-Means,Silhouette,2,0,-1,0.004329660129410336,0.006756981270712056
-KS,0,1,1,17,3,K-Means,Davies-Bouldin,12,0,9,0.0023494741797139033,0.006756981270712056
-KS,0,1,1,17,3,K-Means,Calinski-Harabasz,12,0,9,0.0023494741797139033,0.006756981270712056
-KS,0,1,1,17,3,GMM,BIC,2,0,-1,0.0030458710528595994,0.00507468374447552
-KS,0,1,1,17,3,GMM,AIC,2,0,-1,0.0030458710528595994,0.00507468374447552
-KS,0,1,1,17,3,GMM,ICL,2,0,-1,0.0030458710528595994,0.00507468374447552
-KS,0,1,1,17,3,GMM,BIC_Neff,2,0,-1,0.0030458710528595994,0.00507468374447552
-KS,0,1,1,17,3,HMM,BIC,10,0,7,0.001712097787352652,0.0034301963914045277
-KS,0,1,1,17,3,HMM,AIC,10,0,7,0.001712097787352652,0.0034301963914045277
-KS,0,1,1,17,3,HMM,ICL,4,0,1,0.0019454955847191093,0.0034301963914045277
-KS,0,1,1,17,3,K-Means,Gap (uniform),1,0,-2,0.0,0.006756981270712056
-KS,0,1,1,17,3,K-Means,Prediction Strength,1,0,-2,0.0,0.006756981270712056
-KS,0,1,1,18,3,K-Means,Silhouette,5,0,2,0.005210907672727771,0.004131717470229852
-KS,0,1,1,18,3,K-Means,Davies-Bouldin,5,0,2,0.005210907672727771,0.004131717470229852
-KS,0,1,1,18,3,K-Means,Calinski-Harabasz,12,0,9,0.0020588772329979453,0.004131717470229852
-KS,0,1,1,18,3,GMM,BIC,6,0,3,0.004758026090580491,0.003349057055225537
-KS,0,1,1,18,3,GMM,AIC,6,0,3,0.004758026090580491,0.003349057055225537
-KS,0,1,1,18,3,GMM,ICL,2,0,-1,0.002009119164788577,0.003349057055225537
-KS,0,1,1,18,3,GMM,BIC_Neff,6,0,3,0.004758026090580491,0.003349057055225537
-KS,0,1,1,18,3,HMM,BIC,10,0,7,0.0021493950514904904,0.002634568222147772
-KS,0,1,1,18,3,HMM,AIC,12,0,9,0.0016559849609793823,0.002634568222147772
-KS,0,1,1,18,3,HMM,ICL,7,0,4,0.00428250667264392,0.002634568222147772
-KS,0,1,1,18,3,K-Means,Gap (uniform),1,0,-2,0.0,0.004131717470229852
-KS,0,1,1,18,3,K-Means,Prediction Strength,1,0,-2,0.0,0.004131717470229852
-KS,0,1,1,19,3,K-Means,Silhouette,2,0,-1,0.00369391712659968,0.003561652495331793
-KS,0,1,1,19,3,K-Means,Davies-Bouldin,12,0,9,0.00033750680062709533,0.003561652495331793
-KS,0,1,1,19,3,K-Means,Calinski-Harabasz,12,0,9,0.00033750680062709533,0.003561652495331793
-KS,0,1,1,19,3,GMM,BIC,3,1,0,0.003349938222902414,0.003349938222902414
-KS,0,1,1,19,3,GMM,AIC,3,1,0,0.003349938222902414,0.003349938222902414
-KS,0,1,1,19,3,GMM,ICL,2,0,-1,0.002542703908415255,0.003349938222902414
-KS,0,1,1,19,3,GMM,BIC_Neff,3,1,0,0.003349938222902414,0.003349938222902414
-KS,0,1,1,19,3,HMM,BIC,10,0,7,0.0012674099999041143,0.0020209221753768815
-KS,0,1,1,19,3,HMM,AIC,11,0,8,0.0015369452050684235,0.0020209221753768815
-KS,0,1,1,19,3,HMM,ICL,4,0,1,0.0021368484780261944,0.0020209221753768815
-KS,0,1,1,19,3,K-Means,Gap (uniform),1,0,-2,0.0,0.003561652495331793
-KS,0,1,1,19,3,K-Means,Prediction Strength,2,0,-1,0.00369391712659968,0.003561652495331793
-KS,0,1,1,20,3,K-Means,Silhouette,2,0,-1,0.003421852072445477,0.005278489980848462
-KS,0,1,1,20,3,K-Means,Davies-Bouldin,9,0,6,0.003079376142723775,0.005278489980848462
-KS,0,1,1,20,3,K-Means,Calinski-Harabasz,12,0,9,0.0020121739036415304,0.005278489980848462
-KS,0,1,1,20,3,GMM,BIC,2,0,-1,0.0017050382480578393,0.005818491637616704
-KS,0,1,1,20,3,GMM,AIC,8,0,5,0.003716663707783409,0.005818491637616704
-KS,0,1,1,20,3,GMM,ICL,2,0,-1,0.0017050382480578393,0.005818491637616704
-KS,0,1,1,20,3,GMM,BIC_Neff,2,0,-1,0.0017050382480578393,0.005818491637616704
-KS,0,1,1,20,3,HMM,BIC,9,0,6,0.003653801742401184,0.0055761370231257905
-KS,0,1,1,20,3,HMM,AIC,9,0,6,0.003653801742401184,0.0055761370231257905
-KS,0,1,1,20,3,HMM,ICL,6,0,3,0.004194118991822523,0.0055761370231257905
-KS,0,1,1,20,3,K-Means,Gap (uniform),1,0,-2,0.0,0.005278489980848462
-KS,0,1,1,20,3,K-Means,Prediction Strength,1,0,-2,0.0,0.005278489980848462
-KS,0,1,1,21,3,K-Means,Silhouette,3,1,0,0.004722535839999224,0.004722535839999224
-KS,0,1,1,21,3,K-Means,Davies-Bouldin,9,0,6,0.001695302101979377,0.004722535839999224
-KS,0,1,1,21,3,K-Means,Calinski-Harabasz,12,0,9,0.0011587875412933746,0.004722535839999224
-KS,0,1,1,21,3,GMM,BIC,3,1,0,0.0038048422790397953,0.0038048422790397953
-KS,0,1,1,21,3,GMM,AIC,9,0,6,0.0016973964622329777,0.0038048422790397953
-KS,0,1,1,21,3,GMM,ICL,2,0,-1,3.539558999401028e-05,0.0038048422790397953
-KS,0,1,1,21,3,GMM,BIC_Neff,5,0,2,0.0019543514558557845,0.0038048422790397953
-KS,0,1,1,21,3,HMM,BIC,9,0,6,0.0013438812689679114,0.0016249689928509094
-KS,0,1,1,21,3,HMM,AIC,11,0,8,0.0016216079482221897,0.0016249689928509094
-KS,0,1,1,21,3,HMM,ICL,6,0,3,0.0016595596875145174,0.0016249689928509094
-KS,0,1,1,21,3,K-Means,Gap (uniform),1,0,-2,0.0,0.004722535839999224
-KS,0,1,1,21,3,K-Means,Prediction Strength,2,0,-1,0.003749345216162474,0.004722535839999224
-KS,0,1,1,22,3,K-Means,Silhouette,2,0,-1,0.0045875243961231915,0.002107089976381907
-KS,0,1,1,22,3,K-Means,Davies-Bouldin,12,0,9,0.0009458508844212596,0.002107089976381907
-KS,0,1,1,22,3,K-Means,Calinski-Harabasz,12,0,9,0.0009458508844212596,0.002107089976381907
-KS,0,1,1,22,3,GMM,BIC,2,0,-1,0.005569740786373888,0.002489026274835592
-KS,0,1,1,22,3,GMM,AIC,4,0,1,0.0023871531900487852,0.002489026274835592
-KS,0,1,1,22,3,GMM,ICL,4,0,1,0.0023871531900487852,0.002489026274835592
-KS,0,1,1,22,3,GMM,BIC_Neff,2,0,-1,0.005569740786373888,0.002489026274835592
